Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Female,77.0,"Economics, Physics",Mathematics,"Coding, Creativity","Sports, Reading",Introvert,Academic,False,True,High,True,3.7,5.2,7.6,Academic,PUC,2,True,PUC,"Engineer, Doctor","Diploma in Engineering, Bachelor of Science","Coding, Networking",Financial Constraint
Female,70.7,"History, Chemistry",Biology,"Creativity, Teamwork","Music, Reading",Introvert,Skill-Based,False,False,Low,False,3.9,1.5,4.5,Vocational,Diploma,44,True,Diploma,"Doctor, Engineer","Bachelor of Science, Diploma in Engineering","Networking, Creativity",Financial Constraint
Male,93.2,"History, Biology",Economics,"Problem Solving, Teamwork","Writing, Art",Extrovert,Academic,True,True,Low,False,1.5,4.6,2.2,Vocational,Neutral,29,True,PUC,"Artist, Designer","Diploma in Fine Arts, Literature Studies","Creativity, Time Management",Lack of Focus
Female,84.3,"History, Economics",English,"Teamwork, Leadership","Writing, Art",Ambivert,Academic,True,True,High,True,4.2,4.8,8.4,Academic,Diploma,14,True,PUC,"Artist, Historian","Literature Studies, Diploma in Fine Arts","Networking, Time Management",Financial Constraint
Female,93.6,"Mathematics, English",Physics,"Creativity, Public Speaking","Sports, Business",Ambivert,Neutral,False,False,Medium,True,2.2,5.1,8.1,Neutral,PUC,2,False,Diploma,"Economist, Business Analyst","CA Foundation, Bachelor of Commerce","Technical Skills, Networking",Time Management
Male,68.6,"Chemistry, Geography",Biology,"Problem Solving, Creativity","Technology, Sports",Extrovert,Skill-Based,False,False,Medium,False,1.1,5.8,1.3,Academic,PUC,19,True,Diploma,"Data Analyst, Engineer","Diploma in Engineering, MBBS","Networking, Communication",Financial Constraint
Male,91.2,"English, History",Economics,"Creativity, Problem Solving","Art, Technology",Ambivert,Skill-Based,True,False,High,False,2.9,8.3,6.2,Neutral,PUC,41,True,Diploma,"Marketing Professional, Business Analyst","Bachelor of Commerce, Diploma in Finance","Communication, Technical Skills",Lack of Focus
Female,83.7,"Mathematics, English",Physics,"Creativity, Critical Thinking","Music, Art",Extrovert,Neutral,False,False,Low,False,5.2,8.7,9.6,Vocational,Diploma,34,True,Diploma,"Writer, Artist","Diploma in Fine Arts, Bachelor of Arts","Time Management, Networking",Time Management
Male,68.8,"Physics, Biology",Geography,"Critical Thinking, Coding","Music, Writing",Ambivert,Neutral,True,True,High,False,6.4,4.8,6.4,Academic,Neutral,34,True,Diploma,"Data Analyst, Scientist","MBBS, Diploma in Engineering","Creativity, Communication",Time Management
Female,62.3,"English, History",Physics,"Creativity, Public Speaking","Reading, Art",Introvert,Neutral,True,False,Low,False,6.5,4.1,1.9,Neutral,PUC,43,False,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, Diploma in Finance","Communication, Time Management",Financial Constraint
Female,91.0,"Physics, Chemistry",Geography,"Public Speaking, Creativity","Technology, Reading",Ambivert,Academic,True,False,Medium,False,8.1,5.1,3.6,Vocational,Neutral,22,False,Diploma,"Designer, Writer","Literature Studies, Bachelor of Arts","Communication, Technical Skills",Lack of Focus
Female,81.8,"English, History",Physics,"Coding, Leadership","Music, Sports",Extrovert,Skill-Based,False,False,Medium,True,7.1,7.5,2.8,Neutral,Neutral,34,True,Diploma,"Designer, Writer","Bachelor of Arts, Literature Studies","Networking, Coding",Time Management
Female,70.7,"Biology, English",History,"Teamwork, Coding","Technology, Writing",Extrovert,Academic,True,True,Medium,True,7.3,8.7,10.0,Academic,Diploma,38,False,PUC,"Engineer, Scientist","Diploma in Engineering, Bachelor of Science","Networking, Time Management",Parental Pressure
Female,78.6,"Mathematics, Physics",History,"Coding, Leadership","Art, Technology",Introvert,Neutral,True,False,Low,False,8.3,9.7,9.3,Academic,Neutral,35,True,Diploma,"Economist, Business Analyst","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Time Management
Male,87.1,"History, Economics",Physics,"Problem Solving, Critical Thinking","Music, Art",Ambivert,Skill-Based,True,True,High,True,1.2,1.7,9.5,Academic,Diploma,42,False,Diploma,"Data Analyst, Engineer","Diploma in Engineering, MBBS","Creativity, Time Management",Parental Pressure
Female,92.4,"Chemistry, Mathematics",Geography,"Critical Thinking, Coding","Writing, Sports",Introvert,Academic,False,True,Medium,False,6.6,7.4,9.4,Vocational,Diploma,38,True,PUC,"Historian, Artist","Bachelor of Arts, Diploma in Fine Arts","Networking, Coding",Parental Pressure
Male,61.7,"Biology, Economics",Geography,"Leadership, Creativity","Sports, Reading",Ambivert,Skill-Based,True,False,High,True,1.9,8.2,9.0,Academic,PUC,1,False,Diploma,"Data Analyst, Scientist","Bachelor of Science, Diploma in Engineering","Creativity, Networking",Lack of Focus
Female,75.3,"Chemistry, Geography",Biology,"Problem Solving, Public Speaking","Technology, Business",Ambivert,Academic,False,False,Low,False,10.0,5.9,4.2,Neutral,Diploma,8,True,Diploma,"Economist, Business Analyst","Bachelor of Commerce, CA Foundation","Technical Skills, Communication",Time Management
Male,75.2,"Physics, Mathematics",Geography,"Problem Solving, Public Speaking","Technology, Reading",Introvert,Skill-Based,False,False,Low,False,3.8,2.0,3.1,Academic,Diploma,34,True,Diploma,"Artist, Writer","Literature Studies, Bachelor of Arts","Networking, Communication",Lack of Focus
Male,61.7,"Geography, Biology",History,"Problem Solving, Leadership","Technology, Music",Introvert,Skill-Based,True,True,Medium,False,6.7,2.9,3.9,Academic,Diploma,17,True,Diploma,"Historian, Designer","Diploma in Fine Arts, Bachelor of Arts","Coding, Technical Skills",Lack of Focus
Female,93.5,"Economics, English",Geography,"Public Speaking, Teamwork","Art, Sports",Extrovert,Skill-Based,False,False,High,True,2.7,7.2,6.0,Academic,Neutral,43,True,Diploma,"Accountant, Economist","CA Foundation, Diploma in Finance","Coding, Networking",Financial Constraint
Female,70.4,"Biology, Chemistry",Physics,"Teamwork, Problem Solving","Music, Art",Ambivert,Academic,False,True,Low,False,6.2,10.0,9.3,Vocational,Neutral,27,True,PUC,"Business Analyst, Accountant","Diploma in Finance, CA Foundation","Networking, Time Management",Time Management
Female,61.9,"Geography, English",Chemistry,"Creativity, Teamwork","Technology, Music",Introvert,Skill-Based,False,False,Medium,True,8.1,3.4,5.0,Neutral,Diploma,35,False,Diploma,"Writer, Artist","Bachelor of Arts, Diploma in Fine Arts","Coding, Communication",Parental Pressure
Female,76.4,"Geography, Economics",English,"Leadership, Critical Thinking","Writing, Technology",Extrovert,Skill-Based,True,True,Medium,True,3.6,8.4,8.8,Vocational,Diploma,44,True,Diploma,"Scientist, Engineer","Bachelor of Science, Diploma in Engineering","Creativity, Networking",Time Management
Female,62.9,"Economics, Mathematics",Physics,"Leadership, Coding","Reading, Music",Ambivert,Academic,True,False,Medium,False,3.7,2.3,5.4,Neutral,Neutral,31,True,Diploma,"Doctor, Scientist","MBBS, Bachelor of Science","Technical Skills, Coding",Financial Constraint
Male,93.7,"History, Physics",Geography,"Coding, Public Speaking","Sports, Reading",Extrovert,Neutral,False,False,Medium,False,6.8,2.4,5.5,Neutral,Neutral,49,False,PUC,"Economist, Business Analyst","CA Foundation, Diploma in Finance","Communication, Coding",Parental Pressure
Female,84.3,"History, Economics",Geography,"Teamwork, Problem Solving","Business, Music",Introvert,Skill-Based,False,False,Low,True,5.0,9.1,1.9,Vocational,Diploma,26,True,Diploma,"Writer, Historian","Literature Studies, Bachelor of Arts","Communication, Coding",Time Management
Male,71.9,"Geography, History",Mathematics,"Coding, Public Speaking","Music, Art",Introvert,Skill-Based,True,True,High,False,1.3,2.1,2.0,Neutral,Diploma,26,True,Diploma,"Artist, Writer","Bachelor of Arts, Diploma in Fine Arts","Time Management, Creativity",Lack of Focus
Female,81.6,"Chemistry, English",Economics,"Problem Solving, Public Speaking","Reading, Business",Extrovert,Skill-Based,True,True,Low,False,8.2,3.7,4.2,Neutral,Diploma,40,False,Diploma,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Coding, Technical Skills",Financial Constraint
Female,79.7,"Physics, Mathematics",Chemistry,"Coding, Creativity","Art, Sports",Introvert,Neutral,False,True,Medium,False,3.9,2.1,8.7,Vocational,PUC,47,False,Diploma,"Economist, Marketing Professional","CA Foundation, Diploma in Finance","Communication, Creativity",Financial Constraint
Female,86.7,"Physics, Economics",History,"Leadership, Creativity","Art, Writing",Introvert,Academic,False,True,Low,True,2.6,5.5,2.6,Academic,Diploma,21,True,PUC,"Artist, Designer","Literature Studies, Diploma in Fine Arts","Creativity, Technical Skills",Lack of Focus
Female,72.6,"English, Mathematics",Physics,"Creativity, Problem Solving","Technology, Reading",Extrovert,Academic,False,False,Low,True,4.2,2.5,2.2,Neutral,PUC,31,True,PUC,"Accountant, Marketing Professional","Bachelor of Commerce, CA Foundation","Creativity, Networking",Time Management
Male,70.6,"English, History",Physics,"Critical Thinking, Public Speaking","Music, Business",Introvert,Neutral,False,True,Medium,True,1.9,4.8,1.2,Academic,Diploma,7,True,Diploma,"Business Analyst, Accountant","CA Foundation, Diploma in Finance","Communication, Creativity",Lack of Focus
Female,78.8,"Economics, Geography",History,"Teamwork, Public Speaking","Business, Art",Extrovert,Academic,True,True,Medium,True,3.8,6.6,4.0,Academic,PUC,33,True,PUC,"Accountant, Business Analyst","CA Foundation, Diploma in Finance","Communication, Technical Skills",Time Management
Male,74.6,"Biology, Chemistry",History,"Leadership, Critical Thinking","Art, Technology",Ambivert,Skill-Based,True,False,Low,False,2.9,6.6,9.0,Neutral,Neutral,41,True,Diploma,"Engineer, Doctor","Bachelor of Science, Diploma in Engineering","Networking, Communication",Lack of Focus
Male,82.0,"Geography, English",Chemistry,"Critical Thinking, Teamwork","Sports, Reading",Ambivert,Skill-Based,False,False,Low,False,9.4,9.4,7.2,Neutral,Diploma,29,True,Diploma,"Data Analyst, Engineer","MBBS, Bachelor of Science","Technical Skills, Networking",Financial Constraint
Female,80.0,"Chemistry, History",Geography,"Public Speaking, Coding","Writing, Music",Extrovert,Academic,False,False,Low,True,5.3,4.2,1.1,Academic,Neutral,3,False,Diploma,"Historian, Designer","Diploma in Fine Arts, Literature Studies","Coding, Communication",Time Management
Male,81.1,"History, Biology",Chemistry,"Coding, Problem Solving","Sports, Technology",Ambivert,Skill-Based,True,False,Low,True,4.0,2.1,9.5,Neutral,PUC,25,False,Diploma,"Marketing Professional, Economist","Diploma in Finance, Bachelor of Commerce","Networking, Communication",Financial Constraint
Male,91.1,"English, Mathematics",Physics,"Critical Thinking, Problem Solving","Technology, Art",Ambivert,Academic,True,True,Low,False,7.1,1.1,2.0,Vocational,Neutral,41,True,PUC,"Economist, Accountant","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Financial Constraint
Female,64.4,"Physics, Economics",Chemistry,"Critical Thinking, Problem Solving","Music, Technology",Ambivert,Neutral,True,False,High,True,8.6,2.9,9.0,Academic,Diploma,10,False,Diploma,"Data Analyst, Doctor","Bachelor of Science, Diploma in Engineering","Creativity, Networking",Financial Constraint
Female,73.3,"Geography, Chemistry",Physics,"Coding, Critical Thinking","Music, Reading",Ambivert,Neutral,True,False,Low,False,3.9,6.5,9.1,Academic,PUC,43,True,Diploma,"Historian, Artist","Bachelor of Arts, Literature Studies","Coding, Technical Skills",Parental Pressure
Female,70.4,"Physics, Economics",Biology,"Public Speaking, Teamwork","Music, Reading",Extrovert,Skill-Based,False,True,Low,True,3.8,7.3,10.0,Vocational,Diploma,5,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Literature Studies","Coding, Time Management",Time Management
Male,86.7,"Geography, Chemistry",English,"Leadership, Problem Solving","Music, Art",Introvert,Skill-Based,False,True,High,True,7.7,2.7,4.5,Neutral,Neutral,4,False,Diploma,"Economist, Accountant","CA Foundation, Diploma in Finance","Creativity, Time Management",Financial Constraint
Male,69.3,"Biology, Chemistry",Mathematics,"Problem Solving, Coding","Reading, Writing",Ambivert,Academic,False,True,Medium,False,8.6,9.2,1.9,Vocational,Neutral,2,True,PUC,"Doctor, Data Analyst","Diploma in Engineering, Bachelor of Science","Coding, Creativity",Time Management
Male,82.0,"Mathematics, Chemistry",Physics,"Coding, Teamwork","Sports, Music",Introvert,Academic,True,False,Low,True,2.3,2.7,1.9,Vocational,Neutral,50,True,Diploma,"Artist, Writer","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Time Management
Female,65.1,"Biology, Chemistry",Economics,"Creativity, Critical Thinking","Reading, Art",Introvert,Skill-Based,False,True,Low,False,4.4,2.0,9.4,Vocational,Diploma,39,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Literature Studies","Networking, Creativity",Financial Constraint
Male,76.9,"Physics, Biology",English,"Teamwork, Creativity","Music, Technology",Ambivert,Academic,True,False,High,False,3.5,1.8,10.0,Vocational,Neutral,8,False,Diploma,"Engineer, Scientist","Bachelor of Science, MBBS","Coding, Networking",Lack of Focus
Male,90.2,"English, Biology",Geography,"Public Speaking, Creativity","Art, Technology",Extrovert,Skill-Based,False,True,Medium,False,9.1,7.6,4.2,Vocational,Diploma,27,True,Diploma,"Writer, Artist","Diploma in Fine Arts, Bachelor of Arts","Communication, Creativity",Parental Pressure
Male,70.9,"English, Economics",Biology,"Critical Thinking, Coding","Business, Writing",Introvert,Neutral,False,True,Medium,True,9.1,8.8,6.7,Neutral,PUC,8,False,PUC,"Artist, Designer","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Networking",Time Management
Female,77.5,"History, Economics",Chemistry,"Critical Thinking, Public Speaking","Business, Reading",Introvert,Skill-Based,False,False,High,False,5.3,6.6,6.3,Vocational,Neutral,32,False,Diploma,"Doctor, Data Analyst","Diploma in Engineering, Bachelor of Science","Networking, Communication",Lack of Focus
Female,90.0,"Mathematics, Physics",Biology,"Teamwork, Creativity","Sports, Technology",Extrovert,Neutral,False,True,Low,False,9.4,6.5,5.3,Neutral,Diploma,4,True,Diploma,"Business Analyst, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Coding, Creativity",Time Management
Male,77.1,"English, Geography",Chemistry,"Leadership, Critical Thinking","Sports, Technology",Ambivert,Neutral,True,True,Medium,False,4.4,5.2,3.4,Neutral,Neutral,16,False,Diploma,"Engineer, Doctor","Diploma in Engineering, Bachelor of Science","Networking, Coding",Parental Pressure
Male,89.1,"History, Physics",Chemistry,"Critical Thinking, Leadership","Music, Technology",Introvert,Neutral,False,False,High,True,3.3,8.4,6.9,Vocational,Neutral,37,True,Diploma,"Economist, Business Analyst","Bachelor of Commerce, CA Foundation","Technical Skills, Networking",Time Management
Female,89.9,"Chemistry, Physics",History,"Creativity, Problem Solving","Technology, Writing",Introvert,Academic,False,True,Low,True,3.4,1.1,4.3,Academic,Diploma,28,False,PUC,"Accountant, Economist","Diploma in Finance, Bachelor of Commerce","Coding, Communication",Financial Constraint
Male,63.1,"History, Economics",Chemistry,"Problem Solving, Teamwork","Sports, Technology",Extrovert,Skill-Based,False,True,High,True,7.6,9.2,6.6,Neutral,Diploma,23,False,Diploma,"Business Analyst, Economist","Bachelor of Commerce, CA Foundation","Time Management, Technical Skills",Time Management
Male,87.4,"Geography, Chemistry",Biology,"Leadership, Creativity","Business, Reading",Extrovert,Academic,False,True,Low,False,5.3,3.7,8.1,Academic,Diploma,42,False,PUC,"Economist, Accountant","CA Foundation, Diploma in Finance","Creativity, Communication",Parental Pressure
Female,71.7,"Physics, Economics",Chemistry,"Problem Solving, Leadership","Business, Sports",Ambivert,Skill-Based,False,False,High,False,2.5,5.6,7.0,Vocational,Diploma,9,False,Diploma,"Artist, Writer","Diploma in Fine Arts, Bachelor of Arts","Creativity, Technical Skills",Financial Constraint
Male,75.4,"Mathematics, History",Chemistry,"Teamwork, Public Speaking","Music, Business",Extrovert,Academic,False,True,Medium,True,3.6,7.7,4.3,Neutral,Diploma,10,True,PUC,"Business Analyst, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Technical Skills, Coding",Time Management
Male,65.4,"Chemistry, Economics",History,"Coding, Problem Solving","Art, Reading",Ambivert,Neutral,True,True,High,False,3.5,3.8,4.8,Academic,Diploma,7,True,Diploma,"Designer, Artist","Literature Studies, Diploma in Fine Arts","Networking, Creativity",Parental Pressure
Female,76.6,"Biology, History",Geography,"Coding, Problem Solving","Business, Writing",Extrovert,Neutral,False,True,High,False,6.6,5.1,6.6,Neutral,Neutral,9,False,PUC,"Economist, Accountant","Diploma in Finance, CA Foundation","Networking, Time Management",Lack of Focus
